,fileName,tags
20,98486,probabilistic perception; hapti; intermodal perception; bayesian; vis perception; context effects; hci; haptics; motor; psychophysics; multimodal; statistical learning; vision; cogsc; optimization; optimal; haptic; ml; cog neuro; crossmoda; applied math; hap perception; modeling; multisensory integratio; 2nd order stats; visual; bayesia; cue integration; cuecombination; ambiguit; sensorimotor; proprioceptive; estimation; sensory systems; modeling and simulation; perception; contro; integration
21,99033,genome wide; popgen; positive; selection; snp; huma; population; haplotyp; human
22,100166,review; network; a exa; inference; revie; bayes; dt; bayesian; regulatio; bi; cellular; transcription; networks
23,101973,reversa; learning; caudate; stimulusresponseassociation; dynamics; striatu; basalganglia; dlpf; reversal; rt; prefronta; prefrontal cortex; pfc; neurophysiology; striatum; monkey; striatothalamocortical
24,106364,ncrna; promoters; microrna; regulation; system  primates; motif; transcription; moti; genomic; promote; prediction; 3ut; mammal; targe; system  mouse; tech  phylogenetic compariso; target; promotors; tech  motif analysis; regulatio; regulatory; microrna target
25,112878,ultra conserved sequences; multiple alignmen; humans; non coding; human genetics; evolutionary genomics; conservation; evolutionary comparisons; vertebrate; clustering; nat selection tests; evolutio; whole genomic; ms; bioinformatics; informatics; uce; human genom; selection; genom; selectio; mammal; mutation; noncoding; dn; human genome; genomics; evolution; cne; modeling and simulation; human; ultraconserved
26,114199,socialscienc; human behaviour; economic; science; imt550; sustainable development; resourcemanagemen; sociology; commons; human population; rationality; tenur; histor; sustainability; politicalscienc; 5; economics; macroeconomics; publicgood; classic; political scienc; game theory; gametheory; environment; agents; tragedycommons; society; altruism; altruis; institutions; diss prop
27,118649,energy; foldin; microrn; mirna precursor; ncrna; fre; structure; secondary; non coding; mirn; mirna; precursor; rna; free; bioinformatics
28,118727,bioinformatic; informatics; prediction; structure; secondar; structures; secondary; systems biology; machine learning; evolutionary proteomic; fol; rna; general rn; bioinformatics
29,118744,prediction; structure; secondary; rn; mf; scfg; secondary structur; pseudoknots; rna; bioinformatics
30,121661,learning; electrophysiology; neuroeconomics; neuron; reinforcement learning; motivatio; prediction error; dopamin; neurophysiology; reward; rewar; rpe; prediction; reinforcement learnin; uncertainty; dopamine; reinforcement; monkey; learnin; decisionmaking; decision making
31,126997,protein structur; recognition; structure; structure prediction; analysi; evolution; protein structure; predictio; structural genomics; casp; pd; computational biology; fold; protein; protein folding
32,136657,nlp; literature mining; review; txtminin; pubmed mining; text mining; bib; nl; txtmining; msc; onto; bio; text minin; bioinformatics
33,137111,epigeneti; genomic; dn; non mendelian inheritance; evolution; mendelian inheritance; evolutio; a exam; genetics; genome; arabidopsi; inheritance; rna
34,141524,mesophysic; gene expr; expression; molecular general; single cell; regulation; gene; gene expression; stochasticit; molecular signaling; nois; molbio; single; adaptive systems; fluctuations; elowit; ecophysiology; experiment; gen; noise; morphogenesi; single cel; cell
35,141840,cluster; stat; gene expression; clustering; clusterin; metho; genettic interaction; expresssiondat; expression; expressio; genome; cluste; visualization; transcriptom; microarray; puces adn
36,142323,binding; statistical; interactio; of; domains; ppi; statistic; interaction; statistics; bi; structur; analysis; protein; domain
37,142488,gene expr; expression; genevariation; geneticnetworks; gene; networks; gene expression; avano lab; nois; gene networks; stochasti; fluctuations; stochasticity; syntheticbiology; stochastic; network; experiment; avano la; noise; genecircuits
38,150261,secondary structure; foldin; pseudoknot; bioinformatic; kinetics; folding; structure; secondary; rn; rna secondary structure; pseudoknots; rna
39,155900,infant; theory of min; belief; false belie; human; infants; false belief; psychology; theory of mind
40,211497,language; modeling; mat; nowak; language evolution; evolutio; thesis; linguistics; syntax;  d 
41,226992,enso; luc; kalimantan; pa effectiveness; gunung palun; borneo; forests; deforestation; satellite; protected area; indonesia; great ape; great apes; palm oil
42,227153,humans; cite; official; sequencin; whole genom; primates; sequence; whole genome; 11; classics; genomic; genomepaper; genom; project; te; 1st yr repor; human genome; intro; human
43,227174,modularit; network motif; network properties; interaction; date; graph based analysis; hubs; ppi; yeast; p2; network; interactions; protein protei; book; party; scale free network; dynamic; bio; pp; network topology; protei; proteins
44,231294,mrbayes; bayesian; evolution; refs snps; likelihood; inference; phylogen; refs catalyti; software
45,238188,searc; algorith; assembly; 1st yr report; thesis; sequence; blas; classi; algorithm; alignmen; bioinformatics; algorithms; bioinformatic; sequence alignment; alignment; classic; blast; software; nsf200; sequence jocke; z paper strainer
46,239528,expression; robust; dna; gene; multichip; average; stat; gene expression; rm; genomiqu; microarray; data; rma; analysis; puces adn; microarra; method; normalization; transcriptome
47,239569,e science; foster; globu; computing; parallel; grid; distributed; globusproject; argonne; hpc; cyberinfrastructur; computers
48,239581,protein dynamics; kinesin; molecular motors; protein structure; flexible protein; dockin; nm; simulation; biology; nma; motor; myosin; computation; kinesi
49,241030,humans; expression; genome; linkage; sequence; regulation; gene; comparison; algorithm; stat; multiple; sam; alternative; sites; genetics; techniques; statistics; exons; genomiqu; microarray; transcription; oligonucleotide; binding; splicing; analysis; animals; fd; genetic; array
50,261639,learnin; eligibilitytrace; rat; reinforcement learnin; conditioning; dopamin; classical conditioning; eligibility trace; td model; dopamine; reinforcement learning; reinforcement; neurophysiology; reinforcementlearnin; dopamine cells
51,265789,learning; ur bcs 50; brain; evolang; language evolutio; language evolution; week; languag; speech; development; animal communication; language; word; language complexit; evolutio; genetics; nonhuman; anlab; chomsky; bcs501; recursio; monkey; gradu; cognition; language acquisition; evolution; linguistics; concepts; knowledge
52,272363,text mining; survey; informatio; revie; wendy; knowledgemanagement; text minin; comps; electronic; al
53,302050,modularit; cluster; clusterin; eni; modul; networks; scale fre; scaling law; scalefree; 2002; graphclusterin; hierarhical; complexity; net paper; modularity; network; bioinformatic; similarity; scalinglaw; hierarchy; hierarchical; tom; graphs; metabolic; structural
54,303213,social softwar; citeulike; nature publishing group; social bookmarking; social bookmarkin; society; connotea; citeulik; cannotea
55,303889,empirical; social science; sociology; social networks; social; email; network; social networ; social searc; lecture 2; anth315; milgra; small; world; search; networks; small world; social network
56,307461,network motif; e; ecoli; e coli; genome; regulation; gene; complex; networ; coli; motif; transcription; moti; biological; network; dense overlapping regulon; feedforward; systems approach; motifs; organization
57,309778,immunology; network; inflammation; interactions; protein protei; analyse; systems biolog; expressio; disease; human; inflammatio; proteomics; networks; puce adn
58,312119,learning; statistical; statistical learning; language; rules; model; infan; infants; statisticallearning; headturn; cross situational; linguistics; language acquisitio; psycholog; psycholinguistics; artificial grammar
59,312124,learning; statisticallearning; languag; lexical development; psycholinguistics; statistical; statistical learning; infant; infant speech perception; cogsc; statistics; infants; developmen; word learnin; child; language acquisition; learnin; syllables; transitionalprobabilitie; artificial grammar
60,312476,learning; constraint; artificial intelligence; machine learning; model; syntactic acquisition; algorithm adios; protein classification; networks; nlp; computational linguistics; algorithm; learning unsupervised; language; search pat; unsupervised learning; ml; mathematics; statistics; 3i; computational linguistic; cat computer sciences; bioinformatics; machine learnin; algorithms; ai; inductio; 3r; compsc; mode; motif extraction; gramma; graphs; rule; unsupervised; linguistic; computation; language acquisition; grammar context free; nl; grammar induction; language acquistion; linguistics; compling; grammar
61,329170,folding; coevolutio; major proposa; bioinf methods; protein sequenc; protein evolution; statistical coupling analysis; protein; popcorn; protein folding; protein sequence; bioinformatic; protein structure; correlated mutations; protein evolutio; protein functio; software; evolutionar; protein design; protein structur; evolution; fold; sca
62,332150,genome; flcdna; rna; development; gene expression; tiling; mouse; expressio; genom; mammalian; noncoding; morphogenesi; transcriptio; animal model; evolution; annotation; fantom; human; transcriptom
63,332173,cooperativit; function predictio; evolutionarily; contact map; energetic; structure; structure prediction; statistical potentials; information; alignmen; sequence alignmen; protein; bioinformatics; major proposal; allostery; mutagenesi; biophysics; mutual; suboptimal alignment; function; 3; evolution; active site; conserve
64,333353,05matheco19; network; networ; network moti; systems biology; network structure; printed; evolutio; mode; gene networks; cat physics; theory; networks
65,334264,physical; protein; interactome; y2h; protei; networ; proteininteraction; interactions; protein protein; interaction; huma; proteins; human; proteom; networks
66,341252,rotamers; rotamer; sidechains; structure predictio; side chain; bayesian; protein structure; packin; bayesia; protein
67,353537,cognitive control; neuroscienc; reinforcementlearning; review; rewar; attention; network; learnin; behavior; behavioral control; dopamin; dopamine; td model; reinforcement learning; neuroscience; action selection
68,353538,review; learnin; spines; network; brain; neuronal; corte; dendrites; computationa; neuroscience; plasticity; capacity; computational; cortex
69,354027,embl; protein protein; interaction; biolog; networks; ph; modelling interaction; structure; protein interactio; protein; interface properties; bioinformatics; binding; prediction; protein protei; protein structure; comparative modeling; bio; computational; pp; ppi review
70,355573,striatu; learnin; habit; explore exploit; basal ganglia; prefrontal cortex; prefrontal corte; neuron; reinforcement learning; encoding recoding; memor; rats; striatum; memory
71,355574,genome evolution; gene; coding; positiveselection; positive; msa; huma; protein; positive selectio; popgen; test for selection; mutation rat; sn; selection; selectio; gen; mendelian; evolution; population genetics; proteins; human; acceleratio
72,363614,biological; 200; motifs; network; eni; complexity; networ; informatics; social; datamining; motif; modeling and simulation; web grap; graphs; graph characterization; math; networks; socia
73,375823,energy; sustainability; mitigation; policy; redd; biofuel; wedges; deforestation; nutrition; climate; climate chang; economics; decision; mitigatio; co2; stabilization; carbon
74,400238,learning; biological; action; tms; jessica; brain; imitation; mirror neuro; motorlearning; yigal; imagery; perception; perceptio; mirror; gestures; mirror neuron; imitatio
75,406519,network motif; expression; systems biology; regulation; refs ox; design principle; networ; nois; general model; bacteri; bacterial; chemotaxis; network; modeling; biological inspired modelin; ch3; noise; signaling; signalin; evolution; control; robustness; gene order; signallin
76,407273,system; systems biology; omnibus; systemsbiology; bi; dataintegratio; clustering; review; systems; combinatio; tools; biology; statistics; sysbio; methods; bioinformatic; multiple data sources; integrativ; s; statistical powe; data integration; statistic; integratio; integration
77,415502,perl; informatic; clustal; algorithm; biocorba; 200; formats; emboss; databases; bioper; bioinformatics; algorithms; methods; bioinformatic; buggotea; toolkit; alignment; x bioinf software; blast; software; programming; parser; softwar; genetic; data minin; bioperl
78,420465,mammals; constraint; worms; insect; non coding; genome evolution; worm; genome; cns; vertebrates; conservation; rna; comparative; yeast; insec; structure; evolutio; msa; phylogenetics; conservatio; prediction; alignment; selection; conserved; noncoding; tez; comparative genomics; evolution; secondary; cne; flies; conserve; mutation rate; phastcons
79,422950,publishing; culture; data; publishin; web; scholarly communication; scientific; we; trend; dat; copyright; editorial; xml; all; data sharing; creative commons; collaboration; research
80,430079,coding; visual memor; review; retin; vision; model; strf; neurophysiology; visua; revie; neuroconcept; lgn; v1; we know nothing; heather
81,437770,rnasof; dn; prediction; structure; secondary; codeword design; secondary structur; sequence; predictio; software; rna; bioinformatics
82,438129,media; internet; collaborative communities; comunication; credibility; qualit; science; article; information; incentives; nature; credibilit; wikipedia; informatica; wiki; research; comparison; comunicatio
83,444860,mammals; rat; genome; rodents; sequence; whole genome; msa; genetics; rat genom; rats; genom; phylogenomics; genome paper; data mining; comparative genomic; evolution; animal; variatio; vertebrates
84,446839,cultur; media; images; photography; image; photos; blogs; hypermedia; newmedi; newmedia; blog; theory; ethnograph
85,454555,te; clustering; repeat; rpt; rp; alignment; multiplealign; cited; binfo; recon; tool; 21; repeats; bioinformatics
86,459365,socialnetwork; math; topology; social networks; networ; evolving; email; evolutio; socialnetworks; dynamic network analysi; graph; dynamism; stochastic; network; evolutionary; modeling; time; predictio; dynamic; comple; social analysis; empirical; social; socialsimulation; complexnetwor; dynamic network
87,460153,mutatio; gene; molecular; introns; structure; neutral; intron; drift; evolutionary; genom; evolution eukaryot; gen; eukaryotic; environment; eu; genomics; hypothesis; eukaryoti; gene structure; evolution; genetic
88,465989,ambiguity; reward; uncertaint; amygdala; risk; ambiguit; neuroeconomics; uncertainty; decisionmaking; fmr; decision makin; decision making; decsion making; neuroeconomic; neuroscience; human; neural; human processing
89,466050,cis; cis vs trans; expression; systems biology; system  drosophilidae; cis regulation; evolvabilit; key  molecular evolution; drosophila; evo computation; gene regulatio; transcriptiona; hybrid; trans; evolutio; expression polymorphis; transcription; network; expressio; regulatory evolution; homeotic theory; hybrids; evo devo; flie; genotype to phenotype; regulatory polymorphism; cis regulatory; trans regulation; evolution; tech  phylogenetic compariso; expression divergence; key  gene expression; regulatory
90,466068,over representation; tfs; systems biology; cis regulation; regulatory cascades; regulation; comparative; gene regulation; experimental; evo computation; gene expression; yeast; networ; chip; genome structure; yeas; whole genomic; cis regulatory elements; transcription; regulator; genomic; fung; promote; network; evolutionary genomic; block; tfbs; evo devo; transcriptio; cis regulatory; chip chip; regulatory
91,477450,ip; bio informatics; omic; experimenta; high throughput dataset; bi; proteome; complex; proteomics; ppi; physical; emb; yeast; genettic interactions; structure; complexes; phd; molecular complexes; statistics; protein; p2; modularity; ms; binding; network; interactions; large scale; high throughput; reconstructio; pp; machinery; ta; p2p; proteomic; cell; dataminin
92,478707,yeast; boo; network; essentiality; networ; protei; protein protein; centralit; lethality; interaction; proteins; protein; scale free networks; coexpressio; networks
93,482101,binding; selex; dna binding; bindin; molecular biology techniques; hairpi; facto; array; transcription factor; transcription; microarray; factor
94,499796,internet; digital divide; internet surveys; social networks; interne; online communitie; online behavior; social interaction; community; identity; virtual; social capital; cmc
95,504894,breast; signature; microarra; cancer; classification; expression; breast cance; vee; disease; predicto; surviva; microarray; profile
96,506455,genetic circuits; expression; transcriptional regulatio; synthetic biolog; regulatory cascades; regulation; morphogenesis; gene; development; networks; gene expression; molecular signaling; nois; stochasti; transcription; collins lab; gen; noise; transcriptio; transcriptional regulation; molecular signalin; evolution; collin; modelling; expression regulation
97,506468,learning; reward; amygdal; airpuff; monkeys; amygdala; reinforcement; aversiv; reinforcement learning; neuroscience; aversive; punishment; neurophysiology; reinforcementlearnin; monkey
98,507525,cognition; causality; animals; causalit; rat; bayesian; ra; context; apfc; motorlearnin; causal reasoning; rats; reasoning; reasonin; causation
99,507926,attention; thought; decisionmaking; decisio; dijksterhuis;  ; decision making; choice; choic; deliberation; judgment; implici; utt; consciousnes; human; theory of unconscious thought; effect deliberation without attention
100,509425,rivers; climate chang; runoff; anthropogenic; ecosystem response; evapotranspiration; transpiration; co2; rive; hydrology
101,516580,dating; homo; archaeology; flore; indonesia; datin; hobbit; artefacts; flores
102,523878,ncrna; transcriptom; unrea; arabidopsi; microrna; arabidopsis; genom; small; printed; rna; transcriptome
103,525366,expression; enrichment; functional annotation; gene; pathway analysis; algorithm; jim; gene set analysis; chi; statistics; comps; microarray; pathway; genomic; bioinformatic; analysis; g; metho; data mining; al; microarra; gsea; human
104,528160,genomic; atla; expression; systems biology; mouse; tissue specifi; compendiu; mammal; human; gene; transcriptome; microarray; gen
105,540889,human evolutio; expression profiling; expression; primate; dna; pan; primates; regulation; gene; gene regulation; homo sapien; gene expression; human transcription facto; genetics; acceleration; microarray; ms; factor; transcriptio; genomics; homo; evolution; arrays; t
106,546157,fmri; cognition; mora; moral; thesi; judgment; emotio; affect; neuroscience; emotion; ethics; morality; moral reasoning
107,549806,e; comparison; metaheuristic; biomedical; es; evolutionary computation; sysbi; parameter estimation; evolution strategie; optimization; sysbio; paramestim; stochastic; continuous; pathwa; pathways; evolution; parameter; identification; domain
108,553494,microfluidic; single molecule; moleculedetection; expression; gene expressio; gene expression; burstin; stochasti; fluctuations; protein; stochasticity; singlecell; detectio; stochastic; methods; expressio; experiment; gen; noise; protei
109,553497,yeast; rapid; polyploidy; evolution; speciation; los; duplication; genome duplication; yeas; gene
110,559064,network motif; expression; phylogen; regulation; gene; development; gene regulation; gene expression; review; plan; tr; gene networks; genetics; transcription; grn; network; body; bod; anima; gr; gen; evolution; phylogeny; regulatory network; pre cambria; developement
111,560813,ip; high throughput dataset; interaction; bi; resourc; proteome; ppi; reconstruction; networks; yeast; genettic interactions; structure; ht; yeas; protein; p2; binding; interactio; network; tap; pp; comple; ta; pin; evolution; p2p
112,571538,detection; microarra; cis trans; arrays; polymorhpism; snp; array
113,602903,commentary; recursion; language; language evolution; acquisition; languag; syntax; songbirds; anima; songbird; bir; birds
114,609199,cognition; sapir whorf hypothesi; language; numbers; number; countin; counting; sapir whorf hypothesis; cpprosem; cpprosem2; sapir whorf
115,612608,secondary structure; review; functio; structure; secondary; bayesian; rn; revie; rna secondary structure; statistic; partition; rna; bioinformatics
116,613191,network motif; model; metabolite; regulation; methodspaper; gene regulation; reconstruction; yeast; system biolog; chip; yeas; metabolis; transcription; fb; network; palsson; metabolic; integrative; regulatory networks; regulatory
117,620656,eqt; yeast; associatio; system  yeast; tacqa; eqtl; qtl; expression; tech  microarra; regulatory network; cis tran; regulatio; key  gene expression; tech  qtl; tech  population genetics; yeas; transcription
118,622483,noise; stochastic; gene expressio; expression; mode; fluctuations; gene; theory; gen
119,656280,cognition; genera; futur; primat; future; call; primate; cognitio; tool; ape; episodic memory; apes; planning; tool use
120,668899,model; cooperation; networks; social networks; networ; gam; network dynamics; collective action; links; evolutio; nature; mathematics; graph; culture; societ; network; endorsements; social network; tragedycommons; evolution; printed
121,668933,reviews; genomic; review; dn; view; genetics; ncrn; genom; dna; molecular; rna; transcription; gen
122,698675,mamma; mammals; constraint; tfb; rat; prediction; evolution; alignment; annotation; human; selection; footprinting; tfbs; rate; turnover; conserved; mammal; transcription
123,702349,fmri; learning; explore exploi; reinforcement learning; neuroscience; ips; pfc; exploratio; quals; cortex; reward; exploration; brai; basal gangli; exploration exploitation; decision making; decision; neuroeconomic; ofc
124,738207,webmetrics; discourse analysi; citationanalysis; socialnetwork; bibliography; pub; bibliometrics; rhetoric; social network analysis; co citation; author influence; webometrics; researchers; citations; highly cited; graphing; biomedical; medicine; physicians; discourse; discourse analysis; article; thought leader; authors; publications; contribution; quality; index; kols; experts; indices; impact; central; webliometrics; literature; influence; mapping; citation analysis; webliography; author impact; author; leaders; performance; citation context; expert; pubs; leader; key opinion leader; medical; metrics; analysis; influential; keyopinionleader; sna; kol; significance; centrality; authorities; co citations; articles; authority; impact factor; social; citation; nl; paper; ranking; connections; scientometrics; co authorship
125,740681,comportamento; knowledg; model; usag; social software; online; hcm2006; metadat; collaborativ; collaboration; classificazione cooperativa; communities; folksonomie; social navigation; bookmarking; ph; golder; social networks; phd; pattern; km; collective knowledge; delicious; behavior; social informatics; social navigatio; huberman; modeling; folksonomies; must; bookmarkin; taggin; folksonomy; tagging; problem; urn; folksonom; jis; relevance; utente; classification; citation; social; collaborative; characterization; use; metadata; web epistemolog
126,771131,contribution; contributio; social; choice; exchange; cingulate cortex; socia
127,771144,gene regulatio; reviews; review; pirn; ncrna; general rna; revie; sirna; mirn; rna; noncoding rna; microrn; pirna
128,771168,strategic; scrub jay; srcub jays; strategy; observational learning; strategi; animal; food; storage; anima; bir; theory of mind
129,778023,; dimensionalityreduction; machine learning; machinelearning; nets; cs; autoencode; neural networ; statistics; autoencoder; data; machine learnin; algorithms; network; inference; neuralnetwor; pca; neura; unsupervised; dimensionality reduction; neural net; connectionist; neural networks; modelin; neuralnetwork; belief; deepbeliefnets; neural; deep
130,802975,learning; monke;  pg; pf; striatum; striatu; basalganglia; ventral striatum; dorsal; neuroanatom; cortex; connectivity; reward; ventralstriatum; ventral; neuroanatomy; reinforcement; prefrontal cortex; monkey; basal gangli
131,833421,systems biology; interactom; interaction; protein interaction; networks; protein interactions; topology; cance; scale fre; networ; scale free; snps; statistics; bioinformatics; network; cancer; citesme; human; protein networks
132,880918,signature; bioassay; tfs; expression; genome; disease; networks; geneexpression; gene expression; map; chemica; metastud; functional annotatio; chemical; microarray; association; data; connectivity; bioinformatics; small molecule; network; bioinformatic; toxicogenomics; expressio; analysis; phenotype; transcriptio; genomics; pharmacolog; activity profile; dru
133,904109,gene expressio; review; gene expression; expression profiling; eqtl; qtl; expression; qt; eisen journal club; in depth; variation; expressio; genetics; evolutio; association mappin; of; gene; microarray
134,937059,stem cells; network; embryonic; protei; stem cell; systems biology; molbio; stem; mesophysics; interaction; cell; biology; ste; protein interaction; transcriptome; pp
135,957831,diseas; system  primates; copy number; map; misc; eisen journal club; evolutio; nssnps; angela presented; genomic; haplotypes; sn; snp; round robi; cnv; microarra; key  molecular evolutio; key  genome; hapmap; human
136,1016800,binding; structural biolog; network; evolution; interactions; protein structure; phd; interaction; quaternary structure; sin; duplicatio; hub; proteins; structur; ppi evolutio; protein networks; networks; ppi review
137,1036681,fragmentatio; fragmentation; evolution; mutagenesis; assembly; evolutio; proteins; dna; shuffling; molecular
138,1067802,robot; artificial intelligence; machine learning; ecology; pat; infotaxis; olfaction; informatio; algorith; modelling; optimization; simulation; localization; search; bio inspired; derivative free
139,1097231,evo dev; expression; evolutionary genomics; copy number; gene expression; eisen journal club; association; genomic; eqt; variation; snp; round robin; cnv; mammal; genome variation; genotype to phenotype; cis regulatory; evolution; association mapping; cn; hapmap; gwas; rich presente
140,1116998,network inferenc; grn; review; network; networ; prediction; systems biology; inference; expressio; tutoria; bioinformatics; gene; identification; network inference; sysbio; pathway
141,1133633,secondary structure; clustering; structure alignment; structure; secondar; alignment; secondary structur; alignmen; rna
142,1137519,internet; web; publichealt; podcas; 20; ehealth; web20; knowledgemanagemen; blog; health
143,1144477,connectivity; network; brain; imaging; corte; cortex; cortical thickness; topolog; mri; neuroanatomy; small worl; anatomy
144,1159615,function; protein; graph theory; functio; review; network; pp; prediction; systems biology; protei; revie; moti; signal transduction; yeas; predictio; protein function; networks; pathway
145,1197981,attention; joo seu; prefrontal; lip; fef; attentio; bottom up; pfc; neurophysiology; li; visual pop ou; neurophysiolog; yigal; parietal; prefrontal cortex; monkey; kristina; parietal corte; visual search; simultanous recording; top down
146,1202726,model; ecosystem; communit; communite; biogeograph; climate; biogeography; emergent; biology; ocean; marine; models; ecology; 41061108; microbial; microbial ecology; phytoplankton; phytoplankto; biogegraphy; gcm
147,1206611,tododiss; social structur; sociophysics; cooperation; quantitative; phone; thesis; biolog; 07; collaboration; complex; math; quantifying; networks; percolation; scientific; social networks; networ; sociology; grap; taggingpres; evolutio; auto correlation; practice; persistence; complexity; socia; algorithms; networktheor; network; generations; networks dynamic; swar; k clique; tagging; dynamic; complex network; social network; 2007; dynamics; cultural evolution; social analysis; group; socialnetworking; social analysi; eu; organizations; social; evolution; community; cell; swarm; networktheory; social dynamics; cultural evolutio
148,1226851,2007; algorithm; review; bayesia; bioinformatic; sysbi; bayesian; revie; systems biolog; systemsbiology; bayesian statistics; computational biology; statistics; statistic; math; networks; computation; bioinformatics
149,1272477,precipitatio; ecology; tropic; climate; vegetation; precipitation; tropical; drought
150,1272533,visionla; scholary; revie; biolog; reference; visualization; gene regulatio; review; bob; biology; statistics; graph; microarray; from kel; validation; methods; confidence; classic; analysis; classification; error; errorbars; analysi; bars; statistic
151,1307464,review; network; networ; network moti; systems biology; synthetic biology; revie; network motifs; motif; tf; gene network; gene regulation; transcription; networks; moti
152,1320727,system; referenc; systems biology; diseaseomics; interaction; disease; evolutionary genomics; evolutionary proteomics; methodspaper; networks; health; gene expressio; gene expression; gene gene; networ; genotype phenotype; evolutio; integration; statistics; protein; whole genomic; bioinformatics; evolvability; network; bioinformatic; interactions; analysis; genome variation; genotype to phenotype; genomics; topolog; human; global
153,1322799,fmri; neuroimaging; economic; neuroeconomics; temporaldiscounting; neuroscience; discounting; huma; temporal discountin; reward; choicebehavior; incentives; economics; temporal; psych; social; decisionmaking; decision making; human
154,1322886,projections; sre; regional; emissions; ipcc; chin; climate; scenarios; economics; emission; co2; carbon; global
155,1336057,transcriptio; ncrna; transcriptom; classification; expression; rn; non coding; in depth; eisen journal clu; genome; in depth suggestion; noncoding rn; classificatio; rna; noncoding rna; transcription; transcriptome
156,1362387,chipchi; cis regulatory element; genome; rna; molecular; dna protein interaction; gene expressio; solexa; chip se; chipseq; chip; protein; whole genomic; cisre; complexity; transcription factors; protein dna interactions; genomic; interactio; protein dn; chip seq; genome wide; chip chi; biotec; genomics; protei; method; sequencing
157,1388250,affymetrix; chromatin; non protein coding; modification; gene functio; eisen journal clu; and; genome; regulation; rna; accessibility; misc; evolutio; genetics; encod; huma; genomic; encode; functional; rna worl; round robin; analysis; histone; function; transcriptional; human genome; genomics; rac; evolution; transcript; stuart presented
158,1391621,070207; attention; brain; synchronizatio; mt; lip; joo seuk; attentio; kristin; coherence; li; visua; arash; visual; heather; dynamics; kristina; monkeys; lfp; parietal corte; synchronization; simultanous recording; aras
