,fileName,tags
119,80410,rat;2p;columns;functional;imaging;anatomy;calcium;circuits;cat;v1
120,80410,imaging;neuro
121,81501,network;subgroups;community structure
122,81501,socialnetwork;community;clustering
123,81501,communities;book;scale free networks
124,81501,community detection;social networks;clustering
125,84176,similarity;networks;complexity
126,84176,fractality;complex networks
127,84176,self organisation;self similarity;complex;networks;structure
128,84176,network;self similarity;complex
129,84176,scale free networks;fractals
130,84309,gametheory;copyrights;economics;law
131,84309,journalscan;economics;ip
132,84309,economics;property;digital;policy;information;rights;intellectual
133,86487,genetics;microrna
134,86487,microarray;mirna
135,86487,microarray;ncrna;microrna
136,86487,microrna microarray;microrna
137,86487,microarray;micrornas;mirna target;mirna
138,86487,target;microrna;expression;microarray
139,86487,molecular signaling;regulatory cascades;molecular general;microarray
140,86487,untranslated;regions;micrornas;organ;specificity;genetics;3
141,86487,regulatory;rna;network
142,86865,monkey;decision making;reward;neurophysiology
143,86865,monkey;decision making;neuroeconomics;reward
144,86865,decisionmaking;lip;eyemovements;monkey;reinforcementlearning;reward
145,86865, francesca;decisionmaking;lip;neurophysiology;monkey
146,86865,decision making;electrophysiology;ppc
147,86865,choice;limitations;neurons;other;cortex;decision making
148,86865,brain;decisionmaking;neuroscience
149,86865,monkeys;decision;lip
150,86865,quals;decision making
151,90558,complex networks;scale free;network
152,90558,graph theory;complexity;applied math;networks;adaptive systems
153,90558,graph;networks;models
154,90558,1999;network;emergence;growth;complex network;power law;preferantial attachment;scale free;model
155,98486,haptic;visual;proprioceptive;optimal;integration;motor;sensorimotor;control
156,98486,hci;haptic
157,98486,2nd order stats;intermodal perception;statistical learning;probabilistic perception;context effects;haptics;vision;cue integration;ambiguity
158,98486,estimation;cuecombination;psychophysics;mle
159,98486,modeling;hap perception;cue integration;bayesian;vis perception;cogsci
160,98486,vision;haptics;multimodal;integration;crossmodal
161,98486,cog neuro;applied math;modeling and simulation;perception;sensory systems;multisensory integration
162,98486,cue integration;vision;optimization;haptic;bayesian
163,99033,popgen;snps
164,99033,snp;selection;positive;human
165,99033,human;genome wide;snp;population;haplotype
166,100166,inference;a exam
167,100166,cellular;networks
168,100166,bayes;inference;dt;review
169,100166,review;networks;bayesian;transcription;regulation
170,100166,review;bio
171,101973,learning;basalganglia;striatum;striatothalamocortical;reversal;dlpfc
172,101973,learning;striatum;neurophysiology;monkey;prefrontal
173,101973,learning;caudate;pfc;stimulusresponseassociation;rt;monkey;reversal
174,101973,dynamics;learning;prefrontal cortex;striatum
175,101973,prefrontal cortex;learning;monkey;striatum
176,106364,system  primates;tech  motif analysis;system  mouse;tech  phylogenetic comparison
177,106364,microrna;prediction;target
178,106364,promotors;microrna targets
179,106364,target;ncrna;microrna;3utr
180,106364,transcription;regulation;mammals
181,106364,regulation;promoters;genomics
182,106364,regulatory;motif
183,106364,transcription;regulation
184,106364,regulation;motif;promoter
185,112878,human;ultraconserved;uce;genome
186,112878,genomics;dna
187,112878,conservation;selection;evolution;msa
188,112878,cne;humans;vertebrates
189,112878,informatics;nat selection tests;modeling and simulation;whole genomic;evolutionary genomics;evolution
190,112878,ultraconserved;human genome;mutation;selection
191,112878,human;ultra conserved sequences;human genetics;human genome
192,112878,genomics;evolutionary comparisons;multiple alignment
193,112878,noncoding;mammals
194,112878,bioinformatics;clustering;non coding;dna
195,114199,sociology;economics
196,114199,society;history
197,114199,commons;science;diss prop;game theory;political science
198,114199,macroeconomics;economics;politicalscience
199,114199,sustainable development;human population;altruism;commons;classic;human behaviour;tenure
200,114199,publicgood;imt550;gametheory;economics;environment;sociology;altruism
201,114199,economics;tragedycommons;environment;socialscience
202,114199,agents;rationality;institutions;5;sustainability;resourcemanagement
203,118649,precursor;mirna;energy;free;structure;folding
204,118649,bioinformatics;ncrna;microrna
205,118649,rna;non coding;mirna precursor;mirna
206,118649,secondary;bioinformatics;rna;structure;energy;mirna;free
207,118727,rna;prediction;structure;bioinformatics;secondary
208,118727,structures;general rna
209,118727,structure;rna;prediction;secondary
210,118727,secondary;structure;rna;fold
211,118727,rna;bioinformatics
212,118727,systems biology;informatics;machine learning;evolutionary proteomics
213,118744,bioinformatics;structure;pseudoknots;secondary;rna;mfe
214,118744,secondary;scfg;prediction;structure;rna
215,118744,rna;scfg;secondary structure
216,121661,reward;monkey;neurophysiology;dopamine
217,121661,dopamine;reward;reinforcement learning
218,121661,rpe;reward;dopamine
219,121661,neuron;neuroeconomics;prediction;uncertainty;decisionmaking;reward
220,121661,electrophysiology;reward
221,121661,prediction error;decision making;reinforcement learning;dopamine;monkey;learning
222,121661,decision making;learning;monkey;dopamine;reward;neuroeconomics;reinforcement;motivation
223,126997,structure prediction;protein structure
224,126997,protein;structure;analysis
225,126997,protein folding;structural genomics;computational biology;evolution;protein structure
226,126997,recognition;fold;protein;structure;prediction
227,126997,structure prediction;casp;protein structure;pdb
228,136657,onto;bib;nlp;bio;txtmining
229,136657,review;bio;text mining;bib;bioinformatics;literature mining;pubmed mining;txtmining;onto;msc;nlp
230,136657,review;text mining
231,137111,non mendelian inheritance;genetics;mendelian inheritance;inheritance;evolution
232,137111,rna;genome;epigenetic
233,137111,a exam;evolution
234,137111,non mendelian inheritance;arabidopsis
235,137111,evolution;inheritance;genomic;dna
236,141524,molbio;mesophysics
237,141524,cell;noise;single;regulation;gene
238,141524,molecular signaling;gene expression;molecular general;ecophysiology;adaptive systems;morphogenesis
239,141524,expression;gene;noise
240,141524,gene expr;single cell
241,141524,noise;elowitz
242,141524,fluctuations;noise;experiment;single cell;gene expression;stochasticity
243,141840,gene expression;genome;genettic interactions
244,141840,cluster;puces adn;stat;transcriptome
245,141840,clustering;expression
246,141840,microarray;cluster
247,141840,clustering;microarray;method
248,141840,genome;expression;clustering
249,141840,clustering;visualization;expresssiondata
250,142323,binding;structure
251,142323,interaction;domain;protein;statistics
252,142323,analysis;ppi;statistical;of;domains
253,142323,ppi;bio
254,142323,domains;statistics;protein;interaction
255,142488,genevariation;networks
256,142488,gene expression;stochasticity;experiment;gene networks;fluctuations;noise
257,142488,expression;gene;stochastic
258,142488,genecircuits;stochastic;expression;networks;genevariation;avano lab;syntheticbiology;gene;geneticnetworks;noise
259,142488,gene expr;networks
260,142488,noise;genecircuits;avano lab
261,150261,rna;pseudoknots;folding
262,150261,structure;rna;secondary structure;bioinformatics
263,150261,rna secondary structure;pseudoknots;rna
264,150261,structure;secondary;kinetics;folding;rna;bioinformatics
265,150261,pseudoknot;secondary structure;rna
266,155900,infants;false belief
267,155900,theory of mind;infants;psychology;human;beliefs
268,155900,infant;false belief;belief;psychology;theory of mind
269,211497,language;syntax; d ;evolution
270,211497,language evolution;language;modeling;linguistics;evolution
271,211497,language;thesis;evolution
272,211497,syntax;language;evolution
273,211497,modeling;syntax;language evolution;nowak;math
274,226992,kalimantan;indonesia;palm oil;pa effectiveness;deforestation;satellite;borneo;enso;great apes
275,226992,borneo;luc;indonesia;forests;protected areas
276,226992,enso;satellite;pa effectiveness;kalimantan;borneo;great apes;deforestation;indonesia;gunung palung
277,227153,11;intro;te;cited
278,227153,primates;genome
279,227153,whole genome;sequence;human genome;genome
280,227153,whole genome;sequencing
281,227153,humans;genomics
282,227153,classics;1st yr report
283,227153,human;whole genome
284,227153,project;official;human;genome
285,227153,human;genomepaper;tez
286,227174,yeast;hubs;ppi
287,227174,interaction;protein
288,227174,network;network motif;dynamic;p2p
289,227174,proteins;book;scale free networks
290,227174,ppi;network;modularity
291,227174,party;date;interactions
292,227174,bio;graph based analysis;ppi
293,227174,network properties;network topology;interactions;protein protein
294,231294,software;bayesian;refs snps;mrbayes;evolution;refs catalytic
295,231294,likelihood;inference;software;bayesian;phylogeny
296,238188,z paper strainer;software;assembly;bioinformatics
297,238188,alignment;algorithm
298,238188,bioinformatics;blast
299,238188,algorithm;alignment
300,238188,alignment;sequence;bioinformatics
301,238188,algorithm;alignment
302,238188,blast;sequence jockey
303,238188,algorithms;classic
304,238188,sequence alignment;1st yr report;classics
305,238188,blast;sequence;search
306,238188,thesis;nsf2007
307,239528,normalization;robust;average;multichip;rma
308,239528,dna;normalization;method;microarray;rma
309,239528,gene expression;rma;microarray
310,239528,transcriptome;stat;puces adn;genomique
311,239528,expression;normalization;analysis;data;gene;rma;microarray
312,239569,e science;grid;cyberinfrastructure
313,239569,foster;distributed;parallel;hpc;computing;computers;grid;argonne;globusproject;globus
314,239581,molecular motors;protein dynamics;myosin;protein structure;nma;kinesin
315,239581,flexible protein;nma;kinesin;docking
316,239581,kinesin;molecular motors;protein structure;myosin;protein dynamics;nma
317,239581,computation;motor;biology;simulation;myosin;kinesin
318,241030,microarray;statistics;fdr
319,241030,gene;comparison;multiple;expression;microarray;fdr
320,241030,stat;genomique
321,241030,alternative;sequence;humans;array;genome;sam;linkage;regulation;oligonucleotide;exons;genetic;analysis;sites;statistics;splicing;animals;transcription;techniques;genetics;expression;binding;gene;algorithms
322,261639,reinforcement learning;classical conditioning;rat;neurophysiology;dopamine
323,261639,rat;eligibilitytrace;td model;dopamine;reinforcementlearning
324,261639,eligibility trace;dopamine cells;reinforcement learning
325,261639,reinforcement;conditioning;dopamine;learning
326,265789,chomsky;language evolution
327,265789,genetics;bcs501;evolution;language;week2
328,265789,linguistics;evolution
329,265789,evolang;recursion
330,265789,language;gradu;animal communication;language evolution;language complexity
331,265789,cognition;linguistics;development;evolution;brain;language acquisition;learning;language
332,265789,nonhuman;anlab;language evolution;language;ur bcs 501
333,265789,evolution;development;speech;brain;concepts;monkey;learning;knowledge;language;words
334,272363,comps;wendy;all
335,272363,text mining;review
336,272363,survey;text mining
337,272363,electronic;knowledgemanagement;information
338,302050,similarity;modularity;structural;hierarhical;clustering
339,302050,network;metabolic;graphclustering
340,302050,network;metabolic;hierarchical;modularity
341,302050,tom;networks;bioinformatics
342,302050,net paper;networks
343,302050,cluster;hierarchy;network;2002;scaling law;scale free
344,302050,scalinglaw;hierarchy;network;cluster;eni;scalefree;modularity;graphs;complexity;graphclustering
345,302050,network;module
346,303213,citeulike;connotea;society;social bookmarking;nature publishing group;social software
347,303213,nature publishing group;connotea;citeulike;social software
348,303213,cannotea;citeulike
349,303213,citeulike;social bookmarking
350,303889,empirical;social network
351,303889,lecture 2;social search
352,303889,small world;search;empirical;social networks
353,303889,sociology;small;networks;social;worlds
354,303889,small world;social science;networks;anth315;milgram
355,303889,social networks;email;search;networks
356,307461,complex;network;biological;motif
357,307461,e;genome;network;organization;coli;gene;motif
358,307461,ecoli;regulation;networks
359,307461,dense overlapping regulon;network;feedforward;e coli;systems approach;transcription;network motifs
360,307461,motif;network
361,307461,motifs;networks
362,307461,motifs;networks
363,309778,network;inflammation
364,309778,network;analyse;puce adn;inflammation
365,309778,proteomics;interactions;protein protein
366,309778,disease;networks;systems biology
367,309778,human;inflammation;immunology;expression
368,312119,learning;linguistics;psycholinguistics;psychology
369,312119,statistical learning;language;infants;rules;language acquisition
370,312119,statistical learning;cross situational;artificial grammars
371,312119,infants;headturn;statisticallearning;rules;models
372,312119,statistical;learning;infant
373,312124,learning;psycholinguistics;cogsci
374,312124,statistical learning;language acquisition;infants;language
375,312124,infant;statistical;learning
376,312124,learning;statistics;language acquisition;artificial grammar;child;development
377,312124,infant speech perception;lexical development;word learning
378,312124,syllables;statisticallearning;infants;transitionalprobabilities
379,312476,machine learning;grammar;computational linguistics;induction
380,312476,ml;language;compling;compsci
381,312476,unsupervised;nlp;machine learning
382,312476,unsupervised learning;nlp
383,312476,statistics;language acquistion;artificial intelligence;model
384,312476,language;algorithm;ai;learning;linguistics
385,312476,language acquisition;3r;grammar;3i;grammar context free;rule;algorithm adios;motif extraction;learning unsupervised;search path
386,312476,language acquisition;constraints
387,312476,syntactic acquisition;machine learning;computational linguistics;models
388,312476,language acquisition;cat computer sciences;machine learning;protein classification;grammar induction;computational linguistics
389,312476,language;language acquisition;computational linguistics;machine learning;learning;nlp;linguistics;unsupervised learning;statistics;grammar
390,312476,bioinformatics;nlp
391,312476,algorithms;computation;mathematics;networks;graphs;languages
392,329170,fold;protein;evolutionary
393,329170,software;protein folding;protein structure;bioinformatics
394,329170,sca;major proposal
395,329170,bioinf methods;protein evolution;protein sequence;correlated mutations;protein design;protein structure
396,329170,evolution;folding;coevolution
397,329170,popcorn;evolution;protein evolution
398,329170,protein structure;statistical coupling analysis;correlated mutations;protein evolution;protein sequence
399,329170,protein folding;protein function
400,332150,animal model;gene expression;development;evolution;morphogenesis
401,332150,genome;transcriptome
402,332150,annotation;human;expression
403,332150,flcdna;annotation;transcriptome
404,332150,rna;tiling;noncoding;mouse;genome
405,332150,fantom;genome
406,332150,mammalian;transcription
407,332173,energetic;evolutionarily;conserved
408,332173,structure;mutual;protein;information;3d
409,332173,suboptimal alignment;sequence alignment
410,332173,biophysics;structure prediction;bioinformatics;statistical potentials;sequence alignment
411,332173,protein;evolution;major proposal;alignment
412,332173,function;mutagenesis
413,332173,contact map;active site;evolution;function prediction
414,332173,bioinformatics;allostery;cooperativity
415,333353,systems biology;networks;network motif
416,333353,05matheco19;cat physics;network
417,333353,network;printed;evolution
418,333353,network structure;model
419,333353,theory;systems biology;gene networks;evolution
420,334264,interactome;proteome
421,334264,proteininteraction;human;protein
422,334264,interaction;protein;networks;y2h;human
423,334264,interactions;proteins;physical;human
424,334264,protein protein;interactions
425,334264,interaction;protein;network
426,341252,bayesian;rotamers
427,341252,side chain;protein;packing
428,341252,protein structure;structure prediction
429,341252,rotamers;protein;sidechains;bayesian
430,353537,attention;cognitive control;behavioral control;dopamine;neuroscience
431,353537,dopamine;reinforcementlearning;review;td model;reward
432,353537,neuroscience;network;learning
433,353537,reinforcement learning;behavior;dopamine
434,353537,action selection;reinforcement learning;review;dopamine
435,353538,review;cortex;network;computational
436,353538,network;brain;learning
437,353538,computational;review;neuronal;network;neuroscience;cortex
438,353538,dendrites;spines;plasticity;capacity;learning
439,354027,binding;bioinformatics;protein;computational;prediction;protein protein;structure;interaction;networks;biology
440,354027,comparative modeling;protein structure;protein interaction
441,354027,embl;binding;structure;networks;phd
442,354027,protein structure;protein protein
443,354027,bio;ppi
444,354027,interface properties;ppi review;modelling interactions
445,355573,memory;basal ganglia;explore exploit;reinforcement learning;striatum;prefrontal cortex
446,355573,striatum;rats;habit;learning
447,355573,prefrontal cortex;basal ganglia;reinforcement learning;striatum
448,355573,neuron;encoding recoding;memory
449,355574,evolution;positive selection
450,355574,evolution;human
451,355574,msa;evolution;selection;proteins;acceleration
452,355574,evolution;proteins
453,355574,coding;selection;genome evolution;evolution;mutation rate
454,355574,mendelian;evolution;positiveselection;snp
455,355574,population genetics;test for selection;human;gene
456,355574,evolution;genes
457,355574,popgen;human;positive;selection
458,363614,eni;complexity;networks;biological;social
459,363614,datamining;graphs;network
460,363614,motif;network;2004
461,363614,motifs;networks
462,363614,informatics;complexity;modeling and simulation;networks
463,363614,math;social;web graph
464,363614,biological;network
465,363614,graph characterization;motifs
466,375823,economics;sustainability;deforestation;nutrition;energy;decisions
467,375823,policy;carbon;co2;energy;stabilization;climate;economics;mitigation
468,375823,carbon;redd;mitigation;biofuel;wedges;climate change
469,400238,yigal;jessica;gestures;imitation
470,400238,biological;mirror;imitation;mirror neuron;learning;perception
471,400238,imitation;tms;action;brain;mirror neuron
472,400238,perception;imagery;motorlearning;imitation
473,406519,chemotaxis;general model;noise
474,406519,evolution;biological inspired modeling
475,406519,bacterial;ch3;network;refs ox;signalling
476,406519,network;noise;signaling;gene order;design principles
477,406519,expression;noise;network
478,406519,robustness;modeling;systems biology;control;evolution;network motifs
479,406519,robustness;network;signaling
480,406519,network;regulation;bacteria
481,407273,multiple data sources;bio
482,407273,systems biology;integration;bioinformatics
483,407273,tools;clustering;methods;statistics
484,407273,biology;systems;integration
485,407273,biology;system;review;integrative
486,407273,statistics;s;data integration;systems biology;statistical power
487,407273,sysbio;systemsbiology;biology;dataintegration
488,407273,omnibus;statistics;combination
489,415502,alignment;databases;algorithms;methods;programming;software;data mining
490,415502,bioperl;perl;bioinformatics
491,415502,bioinformatics;toolkit;software
492,415502,parser;blast;bioperl
493,415502,x bioinf software;software;genetics
494,415502,formats;informatics
495,415502,biocorba;perl;buggotea;blast;emboss;bioperl;clustalw
496,415502,bioinformatics;algorithm;software;2002
497,420465,constraint;conserved
498,420465,msa;phylogenetics;evolution;selection;conservation
499,420465,yeast;evolution;worm;conserved;insect
500,420465,selection;evolution;genome;conserved
501,420465,structure;secondary;rna;prediction;noncoding;conserved
502,420465,flies;mammals;noncoding;worms
503,420465,phastcons;mutation rate;genome evolution;cns;comparative genomics;conservation;evolution
504,420465,alignment;tez;conservation
505,420465,cne;comparative;worms;non coding;vertebrates;phastcons;yeast;insects
506,422950,publishing;xml;web
507,422950,all;editorial;data sharing;culture;trends
508,422950,xml;scholarly communication;publishing;web;scientific;research;copyright;collaboration;creative commons;data
509,422950,data;collaboration;research;publishing
510,430079,review;visual
511,430079,vision;we know nothing;v1;neuroconcept;neurophysiology;model;lgn;retina
512,430079,heather;vision;visual memory
513,430079,vision;neurophysiology;review
514,430079,coding;model;strf;visual
515,437770,secondary;prediction;structure;rna;rnasoft
516,437770,codeword design;rna;dna
517,437770,secondary;sequence;rna;prediction
518,437770,software;bioinformatics;rna;secondary structure
519,438129,internet;information;science;research;comunication
520,438129,information;internet;comunication;wikipedia;article;wiki;comparison;media;incentives;collaborative communities;credibility;science;informatica;research;nature;quality
521,438129,media;credibility
522,444860,rats;vertebrates;sequence;genetics;rodents;genome;phylogenomics;mammals;data mining;animals
523,444860,rodents;evolution;msa;genome
524,444860,genome;rat genome
525,444860,rat;genome;sequence;variation
526,444860,genome;whole genome;sequence;rat;comparative genomics
527,444860,genome paper;rat;comparative genomics
528,446839,theory;images;blogs;hypermedia;newmedia
529,446839,blog;theory;newmedia;image;ethnography
530,446839,photography;media;photos;blogs;culture
531,454555,te;bioinformatics;rpt
532,454555,recon;binfo;repeats;tools
533,454555,multiplealign;recon;cited;alignment;clustering;te;213
534,454555,rpt;bioinformatics;repeats
535,459365,empirical;dynamic;social;network
536,459365,social networks;empirical;dynamics
537,459365,math;stochastic;graph;topology;complex
538,459365,evolving;social;network
539,459365,email;network;time;prediction
540,459365,socialsimulation;socialnetwork;modeling;evolutionary;complexnetwork
541,459365,socialnetworks;dynamism;evolution
542,459365,dynamic network;social networks;dynamic;social analysis;dynamic network analysis
543,460153,gene;genomics;evolutionary;structure;drift;introns
544,460153,structure;eukaryotic;gene
545,460153,neutral;hypothesis;genome
546,460153,gene;structure;evolutionary;eukaryotic
547,460153,gene structure;evolution eukaryote
548,460153,evolution;euk
549,460153,evolution;genetics
550,460153,introns;gene;environment;molecular;evolution;mutation
551,460153,evolution;genome
552,465989,amygdala;ambiguity;uncertainty
553,465989,neuroscience;risk;uncertainty;decision making;neuroeconomics
554,465989,uncertainty;human;risk;fmri
555,465989,reward;decisionmaking;uncertainty
556,465989,neural;decision making
557,465989,neuroscience;decision making;risk;neuroeconomics;amygdala;human processing;uncertainty;decsion making;ambiguity
558,466050,expression;hybrid;trans;cis;evolution
559,466050,evolution;evo computation;systems biology;homeotic theory;genotype to phenotype;evo devo;evolvability
560,466050,network;regulatory;transcriptional
561,466050,regulatory;expression
562,466050,cis regulatory;flies
563,466050,regulatory polymorphism;regulatory evolution;drosophila;expression divergence;cis vs trans;hybrid;expression polymorphism
564,466050,system  drosophilidae;key  gene expression;key  molecular evolution;tech  phylogenetic comparison
565,466050,hybrids;drosophila;cis regulation;transcription;trans regulation;evolution;gene regulation
566,466068,tfbs;regulation;over representation;promoter
567,466068,systems biology;whole genomic;evo devo;evo computation;regulatory cascades;genome structure;gene expression;evolutionary genomics
568,466068,network;yeast;transcription
569,466068,yeast;block;gene regulation;experimental;networks
570,466068,tfs;network
571,466068,comparative;genomic;yeast
572,466068,transcription;cis regulation;network;regulatory;chip2
573,466068,cis regulatory elements;chip chip;yeast
574,466068,transcription;regulatory
575,466068,cis regulatory;fungi
576,466068,transcription;chip chip;yeast
577,477450,physical;complex;interactions;proteins
578,477450,network;p2p;reconstruction
579,477450,ms;statistics;datamining
580,477450,yeast;ip;proteome;tap
581,477450,proteomics;molecular complexes;experimental
582,477450,yeast;proteomics;modularity;omics
583,477450,genettic interactions;p2p
584,477450,structure;yeast;phd;binding;embl
585,477450,high throughput dataset;ppi;bio
586,477450,proteome;network;ppi
587,477450,high throughput;proteome;protein;large scale;yeast;cell;bio informatics;modularity;machinery;complexes;proteomics
588,478707,yeast;protein;coexpression
589,478707,scale free networks;proteins;book
590,478707,protein protein;essentiality;yeast;network
591,478707,protein protein;interactions
592,478707,networks;interaction;protein
593,478707,network;lethality;protein;centrality
594,482101,microarray;dna binding;hairpin
595,482101,binding;selex;transcription;factor
596,482101,transcription;array;selex;factor;binding
597,482101,dna binding;molecular biology techniques;microarray;transcription factors
598,499796,cmc;digital divide;identity;social interaction;online behavior;social networks;virtual;community;social capital;internet surveys;internet
599,499796,online behavior;internet;social networks;digital divide;cmc;social interaction;online communities
600,504894,classification;breast cancer
601,504894,signature;cancer;microarray
602,504894,breast;microarray;cancer;survival
603,504894,classification;breast;cancer;microarray;survival
604,504894,expression;breast;microarray;profile;cancer;veer
605,504894,cancer;disease;predictor
606,506455,networks;transcription
607,506455,expression;noise
608,506455,expression regulation;genetic circuits;synthetic biology
609,506455,regulatory cascades;gene expression;morphogenesis;development;evolution;molecular signaling
610,506455,development;evolution;regulation;molecular signaling;noise;networks;regulatory cascades;morphogenesis;expression;gene expression;gene expression;gene;collins lab;transcriptional regulation;transcription;collins
611,506455,expression;stochastic
612,506455,noise;gene expression;transcriptional regulation
613,506455,modelling;synthetic biology
614,506455,regulation;gene
615,506468,reward;neuroscience;monkeys;punishment;reinforcement learning;reinforcement;amygdala
616,506468,reward;amygdala;aversive
617,506468,reward;neurophysiology;monkey;learning;amygdala
618,506468,amygdala;aversive;reward;reinforcement;monkey;punishment;airpuff;reinforcementlearning
619,507525,bayesian;reasoning;causality;rat
620,507525,cognition;rat;causality
621,507525,context;apfc;motorlearning
622,507525,causation;animals;causal reasoning;rats;reasoning
623,507926,judgment;deliberation;dijksterhuis;utt;choice
624,507926,human;decisionmaking;implicit
625,507926,decision making; ;theory of unconscious thought;attention;effect deliberation without attention;choice;deliberation;thought;consciousness
626,507926,decisionmaking;decision
627,509425,transpiration;ecosystem response;co2;river
628,509425,runoff;anthropogenic;hydrology;co2;evapotranspiration;rivers;climate change
629,516580,artefacts;hobbit;flores;indonesia;archaeology;dating
630,516580,archaeology;dating;artefacts;homo;indonesia;hobbit;flores
631,523878,microrna;arabidopsis;transcriptome
632,523878,rna;small;arabidopsis
633,523878,printed;ncrna;transcriptome;unread
634,523878,ncrna;rna;genome
635,525366,gsea;go
636,525366,gene set analysis;bioinformatics
637,525366,human;data mining;microarray;pathway;chip
638,525366,jim;comps;all
639,525366,expression;analysis;method
640,525366,expression;algorithm;functional annotation;gene set analysis;microarray
641,525366,expression;gsea;gene;microarray
642,525366,enrichment;statistics;pathway analysis;genomics
643,528160,human;expression;mouse;transcriptome;gene
644,528160,systems biology;genomics
645,528160,expression;mammals
646,528160,microarray;atlas
647,528160,expression;microarray;gene;transcriptome;compendium
648,528160,transcriptome;tissue specific
649,540889,genomics;genetics;evolution;gene;regulation;homo sapiens
650,540889,gene expression;evolution;human transcription factor
651,540889,evolution;gene regulation;primates
652,540889,evolution;factor;transcription
653,540889,dna;expression;factor;microarray;transcription
654,540889,primates;arrays;expression;acceleration;evolution;msa
655,540889,expression;evolution;primates
